tenant,agent,case_id,tool_name,result_class,n_results,assertion_score,passed,tool_calls_count
bertrand,react_agent,case_001,search_email,error,0,1.0,True,2
bertrand,react_agent,case_001,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_002,search_email,has_results,40,0.0,False,1
bertrand,react_agent,case_003,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_004,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent,case_005,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_006,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_007,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_008,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_009,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_010,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_011,search_email,error,40,0.0,False,1
bertrand,react_agent,case_012,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_013,search_email,has_results,40,1.0,True,1
bertrand,react_agent,case_014,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_015,search_email,has_results,40,1.0,True,2
bertrand,react_agent,case_015,search_email,has_results,40,1.0,True,2
bertrand,react_agent,case_016,search_email,has_results,0,0.0,False,1
bertrand,react_agent,case_017,search_email,has_results,0,0.0,False,1
bertrand,react_agent,case_018,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_019,search_email,has_results,60,0.5,False,1
bertrand,react_agent,case_020,search_email,error,0,1.0,True,2
bertrand,react_agent,case_020,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_021,search_email,has_results,40,1.0,False,1
bertrand,react_agent,case_022,search_email,has_results,20,0.3333333333333333,False,1
bertrand,react_agent,case_023,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent,case_024,search_email,error,40,1.0,True,1
bertrand,react_agent,case_025,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_026,search_people,has_results,3,0.0,False,3
bertrand,react_agent,case_026,search_meeting,has_results,3,0.0,False,3
bertrand,react_agent,case_026,search_email,has_results,20,0.0,False,3
bertrand,react_agent,case_027,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_027,search_email,has_results,20,0.0,False,2
bertrand,react_agent,case_028,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_029,search_email,has_results,20,1.0,False,2
bertrand,react_agent,case_029,read_file,error,0,1.0,False,2
bertrand,react_agent,case_030,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_031,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_031,search_email,has_results,20,0.0,False,2
bertrand,react_agent,case_032,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_032,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_033,search_email,has_results,0,0.0,False,1
bertrand,react_agent,case_034,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_034,search_email,has_results,18,0.0,False,2
bertrand,react_agent,case_035,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_036,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_036,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_037,search_people,has_results,3,0.5,False,2
bertrand,react_agent,case_037,search_email,has_results,5,0.5,False,2
bertrand,react_agent,case_038,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_038,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_039,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_039,search_email,has_results,20,0.0,False,2
bertrand,react_agent,case_040,search_people,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_040,search_email,has_results,20,0.6666666666666666,False,2
bertrand,react_agent,case_041,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_042,search_email,has_results,60,1.0,True,1
bertrand,react_agent,case_043,search_email,error,40,1.0,True,1
bertrand,react_agent,case_044,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_045,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_046,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_047,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent,case_048,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_049,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_050,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_051,search_email,has_results,40,1.0,False,1
bertrand,react_agent,case_052,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_053,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_054,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_055,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_056,search_people,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_056,search_email,has_results,1,0.6666666666666666,False,2
bertrand,react_agent,case_057,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_058,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_059,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_060,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_061,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_062,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_062,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_063,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_063,search_email,has_results,0,0.0,False,2
bertrand,react_agent,case_064,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_064,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_065,search_email,error,20,1.0,False,1
bertrand,react_agent,case_066,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_067,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_068,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_069,search_email,has_results,20,1.0,True,1
bertrand,react_agent,case_070,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_071,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_072,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_072,search_email,has_results,20,0.0,False,2
bertrand,react_agent,case_073,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_074,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_075,search_people,has_results,3,1.0,True,2
bertrand,react_agent,case_075,search_email,has_results,18,1.0,True,2
bertrand,react_agent,case_076,search_people,has_results,3,0.0,False,2
bertrand,react_agent,case_076,search_email,has_results,20,0.0,False,2
bertrand,react_agent,case_077,search_email,has_results,0,0.0,False,1
bertrand,react_agent,case_078,search_email,has_results,36,0.0,False,1
bertrand,react_agent,case_079,search_email,error,40,1.0,True,1
bertrand,react_agent,case_080,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_081,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_081,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_082,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_082,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent,case_083,search_group_chat,has_results,3,1.0,True,3
bertrand,react_agent,case_083,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_083,read_file,has_results,0,1.0,True,3
bertrand,react_agent,case_084,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_085,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_086,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_087,search_meeting,has_results,3,1.0,True,1
bertrand,react_agent,case_088,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_089,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_090,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_091,search_meeting,has_results,3,1.0,True,1
bertrand,react_agent,case_092,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent,case_093,search_meeting,has_results,3,1.0,False,1
bertrand,react_agent,case_094,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_095,search_meeting,has_results,3,1.0,True,1
bertrand,react_agent,case_096,search_file,has_results,3,0.0,False,2
bertrand,react_agent,case_096,read_file,has_results,0,0.0,False,2
bertrand,react_agent,case_097,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_098,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent,case_099,search_meeting,has_results,3,0.6666666666666666,False,1
bertrand,react_agent,case_100,search_group_chat,has_results,3,1.0,False,2
bertrand,react_agent,case_100,search_meeting,has_results,3,1.0,False,2
bertrand,react_agent,case_101,search_email,has_results,36,1.0,False,1
bertrand,react_agent,case_102,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent,case_103,search_email,has_results,20,0.0,False,1
bertrand,react_agent,case_104,search_email,error,20,0.0,False,1
bertrand,react_agent,case_105,search_meeting,has_results,3,0.5,False,1
bertrand,react_agent,case_106,search_group_chat,has_results,3,0.0,False,1
bertrand,react_agent,case_107,search_group_chat,has_results,3,1.0,False,1
bertrand,react_agent,case_108,search_group_chat,has_results,3,1.0,True,1
bertrand,react_agent,case_109,search_file,error,3,1.0,True,2
bertrand,react_agent,case_109,read_file,error,0,1.0,True,2
bertrand,react_agent,case_110,search_email,has_results,20,0.5,False,1
bertrand,react_agent,case_111,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent,case_111,search_chat,has_results,3,1.0,True,2
bertrand,react_agent,case_112,search_file,has_results,3,0.3333333333333333,False,3
bertrand,react_agent,case_112,search_email,has_results,20,0.3333333333333333,False,3
bertrand,react_agent,case_112,search_group_chat,has_results,3,0.3333333333333333,False,3
bertrand,react_agent,case_113,search_email,has_results,20,0.0,False,3
bertrand,react_agent,case_113,search_meeting,has_results,3,0.0,False,3
bertrand,react_agent,case_113,search_chat,has_results,3,0.0,False,3
bertrand,react_agent,case_114,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_114,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent,case_115,search_file,has_results,3,0.5,False,1
bertrand,react_agent,case_116,search_file,has_results,3,0.5,False,2
bertrand,react_agent,case_116,read_file,has_results,0,0.5,False,2
bertrand,react_agent,case_117,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_117,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_118,search_file,error,6,0.5,False,2
bertrand,react_agent,case_118,read_file,has_results,0,0.5,False,2
bertrand,react_agent,case_119,search_email,has_results,60,1.0,False,1
bertrand,react_agent,case_120,search_meeting,has_results,3,0.0,False,1
bertrand,react_agent,case_121,search_email,has_results,20,0.3333333333333333,False,2
bertrand,react_agent,case_121,search_meeting,has_results,3,0.3333333333333333,False,2
bertrand,react_agent,case_122,search_email,has_results,20,0.3333333333333333,False,2
bertrand,react_agent,case_122,search_meeting,has_results,3,0.3333333333333333,False,2
bertrand,react_agent,case_123,search_file,has_results,3,1.0,True,4
bertrand,react_agent,case_123,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_123,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_123,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_124,search_file,has_results,3,0.75,True,2
bertrand,react_agent,case_124,read_file,has_results,0,0.75,True,2
bertrand,react_agent,case_125,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_126,search_file,has_results,6,1.0,True,1
bertrand,react_agent,case_127,search_file,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_127,read_file,has_results,0,0.6666666666666666,False,2
bertrand,react_agent,case_128,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_129,search_email,has_results,20,1.0,False,2
bertrand,react_agent,case_129,search_meeting,has_results,3,1.0,False,2
bertrand,react_agent,case_130,search_file,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_130,read_file,has_results,0,0.6666666666666666,False,2
bertrand,react_agent,case_131,search_email,has_results,20,1.0,True,5
bertrand,react_agent,case_131,search_file,has_results,3,1.0,True,5
bertrand,react_agent,case_131,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_131,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_131,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_132,search_file,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_132,read_file,has_results,0,0.6666666666666666,False,2
bertrand,react_agent,case_133,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent,case_134,search_email,has_results,36,1.0,False,1
bertrand,react_agent,case_135,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_135,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_136,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_136,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_137,search_email,has_results,20,1.0,False,5
bertrand,react_agent,case_137,search_file,has_results,3,1.0,False,5
bertrand,react_agent,case_137,read_file,has_results,0,1.0,False,5
bertrand,react_agent,case_137,read_file,has_results,0,1.0,False,5
bertrand,react_agent,case_137,read_file,has_results,0,1.0,False,5
bertrand,react_agent,case_138,search_file,has_results,6,1.0,True,2
bertrand,react_agent,case_138,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_139,search_email,has_results,40,1.0,False,1
bertrand,react_agent,case_140,search_file,error,3,0.75,True,3
bertrand,react_agent,case_140,search_email,has_results,20,0.75,True,3
bertrand,react_agent,case_140,search_meeting,has_results,3,0.75,True,3
bertrand,react_agent,case_141,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_141,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_141,search_email,has_results,20,1.0,True,3
bertrand,react_agent,case_142,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_142,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_142,search_file,has_results,3,1.0,True,3
bertrand,react_agent,case_143,search_email,has_results,36,0.75,False,3
bertrand,react_agent,case_143,search_email,has_results,18,0.75,False,3
bertrand,react_agent,case_143,search_email,has_results,18,0.75,False,3
bertrand,react_agent,case_144,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_144,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_145,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_145,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_146,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_146,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent,case_147,search_email,has_results,20,1.0,True,5
bertrand,react_agent,case_147,search_file,has_results,3,1.0,True,5
bertrand,react_agent,case_147,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_147,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_147,read_file,has_results,0,1.0,True,5
bertrand,react_agent,case_148,search_file,error,3,0.6666666666666666,False,2
bertrand,react_agent,case_148,read_file,has_results,0,0.6666666666666666,False,2
bertrand,react_agent,case_149,search_meeting,has_results,6,1.0,False,1
bertrand,react_agent,case_150,search_email,has_results,20,1.0,True,2
bertrand,react_agent,case_150,search_meeting,has_results,3,1.0,True,2
bertrand,react_agent,case_151,search_file,has_results,3,0.6666666666666666,False,2
bertrand,react_agent,case_151,read_file,has_results,0,0.6666666666666666,False,2
bertrand,react_agent,case_152,search_file,error,3,1.0,True,2
bertrand,react_agent,case_152,read_file,error,0,1.0,True,2
bertrand,react_agent,case_153,search_email,has_results,20,1.0,False,1
bertrand,react_agent,case_154,search_file,has_results,3,1.0,True,4
bertrand,react_agent,case_154,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_154,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_154,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_155,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_155,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_156,search_file,has_results,3,1.0,True,2
bertrand,react_agent,case_156,read_file,has_results,0,1.0,True,2
bertrand,react_agent,case_157,search_email,error,20,1.0,True,1
bertrand,react_agent,case_158,search_email,has_results,20,1.0,True,4
bertrand,react_agent,case_158,search_file,has_results,3,1.0,True,4
bertrand,react_agent,case_158,search_meeting,has_results,3,1.0,True,4
bertrand,react_agent,case_158,search_chat,has_results,3,1.0,True,4
bertrand,react_agent,case_159,search_email,has_results,20,1.0,True,4
bertrand,react_agent,case_159,search_file,has_results,3,1.0,True,4
bertrand,react_agent,case_159,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_159,read_file,has_results,0,1.0,True,4
bertrand,react_agent,case_160,search_email,has_results,40,1.0,False,2
bertrand,react_agent,case_160,search_email,has_results,40,1.0,False,2
bertrand,react_agent,case_161,search_email,has_results,20,1.0,False,2
bertrand,react_agent,case_161,read_file,error,0,1.0,False,2
bertrand,react_agent,case_162,search_email,has_results,20,1.0,True,3
bertrand,react_agent,case_162,search_meeting,has_results,3,1.0,True,3
bertrand,react_agent,case_162,search_file,has_results,3,1.0,True,3
bertrand,react_agent_v2,case_001,search_email,has_results,16,1.0,False,1
bertrand,react_agent_v2,case_002,search_email,has_results,40,0.0,False,1
bertrand,react_agent_v2,case_003,search_email,has_results,7,1.0,False,1
bertrand,react_agent_v2,case_004,search_email,has_results,13,1.0,False,1
bertrand,react_agent_v2,case_005,search_email,has_results,7,1.0,False,1
bertrand,react_agent_v2,case_006,search_email,has_results,15,1.0,False,1
bertrand,react_agent_v2,case_007,search_email,has_results,11,1.0,False,1
bertrand,react_agent_v2,case_008,search_email,has_results,13,1.0,False,1
bertrand,react_agent_v2,case_009,search_email,has_results,6,1.0,False,1
bertrand,react_agent_v2,case_010,search_email,has_results,16,1.0,False,1
bertrand,react_agent_v2,case_011,search_email,has_results,20,0.5,False,1
bertrand,react_agent_v2,case_012,search_email,has_results,20,1.0,False,1
bertrand,react_agent_v2,case_013,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_014,search_email,has_results,20,1.0,True,1
bertrand,react_agent_v2,case_015,search_email,has_results,40,1.0,False,1
bertrand,react_agent_v2,case_016,search_email,has_results,15,0.0,False,1
bertrand,react_agent_v2,case_017,search_email,has_results,16,0.0,False,1
bertrand,react_agent_v2,case_018,search_email,has_results,20,0.0,False,1
bertrand,react_agent_v2,case_019,search_email,has_results,60,0.5,False,1
bertrand,react_agent_v2,case_020,search_email,has_results,0,0.0,False,1
bertrand,react_agent_v2,case_021,search_email,has_results,40,1.0,True,1
bertrand,react_agent_v2,case_022,search_email,has_results,11,1.0,False,1
bertrand,react_agent_v2,case_023,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent_v2,case_024,search_email,has_results,20,0.6666666666666666,False,1
bertrand,react_agent_v2,case_025,search_email,has_results,15,1.0,True,1
bertrand,react_agent_v2,case_026,search_people,has_results,3,0.0,False,3
bertrand,react_agent_v2,case_026,search_meeting,has_results,3,0.0,False,3
bertrand,react_agent_v2,case_026,search_email,has_results,17,0.0,False,3
bertrand,react_agent_v2,case_027,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_027,search_email,has_results,2,0.0,False,2
bertrand,react_agent_v2,case_028,search_email,has_results,5,0.5,False,1
bertrand,react_agent_v2,case_029,search_email,has_results,12,1.0,False,1
bertrand,react_agent_v2,case_030,search_email,has_results,20,0.0,False,1
bertrand,react_agent_v2,case_031,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_031,search_email,has_results,4,0.0,False,2
bertrand,react_agent_v2,case_032,search_people,has_results,3,1.0,False,2
bertrand,react_agent_v2,case_032,search_email,has_results,12,1.0,False,2
bertrand,react_agent_v2,case_033,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_033,search_email,has_results,1,0.0,False,2
bertrand,react_agent_v2,case_034,search_people,has_results,3,0.0,False,2
bertrand,react_agent_v2,case_034,search_email,has_results,0,0.0,False,2
bertrand,react_agent_v2,case_035,search_email,has_results,0,0.0,False,1
